cod_dane,snapshot_date,cod_establecimiento,nombre_establecimiento,nombre_sede,sede_principal,sector,correo_institucional,direccion,telefono,niveles,zona,cod_dep,nom_dep,cod_mun,nom_mun,cat_mun,mun_pdet,mun_zomac,nom_reg,cod_etc,nom_etc,total_matricula,matricula_prel,estado_fisico,confianza_geo,lat,lon,ausente_desde,first_seen
173411000291,2026-08-29,173411000054,INSTITUCION EDUCATIVA TECNICA ALFONSO ARANGO TORO,BLANCA SAENZ,N,OFICIAL,LIBANO.IETALFONSOARANGOTORO@SEDTOLIMA.EDU.CO,CL 9 KR 9 Y 10,2565314 3158083222,"PREESCOLAR,BÁSICA PRIMARIA",URBANA,73,TOLIMA,73411,LÍBANO,MUNICIPIO,NO,NO,NO APLICA,3815,SECRETARÍA DE EDUCACIÓN DE TOLIMA,70.0,70.0,No aporta información,3 - BAJA,\N,\N,\N,2026-08-29T08:58:22Z
173411000313,2026-08-29,173411000097,INSTITUCION EDUCATIVA TECNICA ISIDRO PARRA,FANNY HARTMANN,N,OFICIAL,LIBANO.IETISIDROPARRA@SEDTOLIMA.EDU.CO,CL 6 14 14,2565858 2565556 3152721299,"PREESCOLAR,BÁSICA PRIMARIA",URBANA,73,TOLIMA,73411,LÍBANO,MUNICIPIO,NO,NO,NO APLICA,3815,SECRETARÍA DE EDUCACIÓN DE TOLIMA,115.0,115.0,No aporta información,2 - MEDIA,4.925288088765432,-75.06812702475047,\N,2026-08-29T08:58:22Z
173411000321,2026-08-29,173411001000,INSTITUCION EDUCATIVA TECNICA JORGE ELIECER GAITAN AYALA,HERACLIO LASTRA CABRERA,N,OFICIAL,LIBANO.IETJORGEELIECERGAITANAYALA@SEDTOLIMA.EDU.CO,KR 1 AV LOS FUNDADORES,2565121 3133465123,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",URBANA,73,TOLIMA,73411,LÍBANO,MUNICIPIO,NO,NO,NO APLICA,3815,SECRETARÍA DE EDUCACIÓN DE TOLIMA,133.0,133.0,No aporta información,3 - BAJA,\N,\N,\N,2026-08-29T08:58:22Z
173411000330,2026-08-29,173411000097,INSTITUCION EDUCATIVA TECNICA ISIDRO PARRA,JUAN XXIII,N,OFICIAL,LIBANO.IETISIDROPARRA@SEDTOLIMA.EDU.CO,KR 15 3 88,2564411 2565556 3152721299,"PREESCOLAR,BÁSICA PRIMARIA",URBANA,73,TOLIMA,73411,LÍBANO,MUNICIPIO,NO,NO,NO APLICA,3815,SECRETARÍA DE EDUCACIÓN DE TOLIMA,52.0,52.0,No aporta información,2 - MEDIA,4.922575939594302,-75.06900079985765,\N,2026-08-29T08:58:22Z
173411000941,2026-08-29,173411000941,INSTITUCION EDUCATIVA TECNICA NUESTRA SEÑORA DE LOURDES,I.E.T. NUESTRA SEÑORA DE LOURDES - SEDE PRINCIPAL,S,OFICIAL,LIBANO.NUESTRASENORADELOURDESLIBANO@SEDTOLIMA.EDU,CL 5 3 04,2564808,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",URBANA,73,TOLIMA,73411,LÍBANO,MUNICIPIO,NO,NO,NO APLICA,3815,SECRETARÍA DE EDUCACIÓN DE TOLIMA,1168.0,1168.0,No aporta información,2 - MEDIA,4.922425000191007,-75.05833000005849,\N,2026-08-29T08:58:22Z
173411001000,2026-08-29,173411001000,INSTITUCION EDUCATIVA TECNICA JORGE ELIECER GAITAN AYALA,I.E.T. JORGE ELIECER GAITAN AYALA - SEDE PRINCIPAL,N,OFICIAL,LIBANO.IETJORGEELIECERGAITANAYALA@SEDTOLIMA.EDU.CO,IND DG 2 SALIDA CEMENTERIO,2564003 3133465123,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",URBANA,73,TOLIMA,73411,LÍBANO,MUNICIPIO,NO,NO,NO APLICA,3815,SECRETARÍA DE EDUCACIÓN DE TOLIMA,750.0,645.0,No aporta información,2 - MEDIA,4.919466114855211,-75.05095348230631,\N,2026-08-29T08:58:22Z
173411001107,2026-08-29,173411001000,INSTITUCION EDUCATIVA TECNICA JORGE ELIECER GAITAN AYALA,JARD PSICOPEDAGOGICO,N,OFICIAL,LIBANO.IETJORGEELIECERGAITANAYALA@SEDTOLIMA.EDU.CO,KR 8 3 04,2565710 3133465123,"PREESCOLAR,BÁSICA PRIMARIA",URBANA,73,TOLIMA,73411,LÍBANO,MUNICIPIO,NO,NO,NO APLICA,3815,SECRETARÍA DE EDUCACIÓN DE TOLIMA,224.0,224.0,No aporta información,2 - MEDIA,4.921961084636919,-75.06204509879863,\N,2026-08-29T08:58:22Z
173411001930,2026-08-29,173411001000,INSTITUCION EDUCATIVA TECNICA JORGE ELIECER GAITAN AYALA,MARSELLA,N,OFICIAL,LIBANO.IETJORGEELIECERGAITANAYALA@SEDTOLIMA.EDU.CO,IND CL. 1  #  1A ESTE O5,2565849 3133465123,"PREESCOLAR,BÁSICA PRIMARIA",URBANA,73,TOLIMA,73411,LÍBANO,MUNICIPIO,NO,NO,NO APLICA,3815,SECRETARÍA DE EDUCACIÓN DE TOLIMA,110.0,110.0,No aporta información,2 - MEDIA,4.91620065655451,-75.05593972322464,\N,2026-08-29T08:58:22Z
173443000021,2026-08-29,173443000021,INSTITUCION EDUCATIVA SANTA ANA,I.E. SANTA ANA - SEDE PRINCIPAL,S,OFICIAL,MARIQUITA.IESANTAANA@SEDTOLIMA.EDU.CO,CL 4 2 39,2522056 3125970929,"MEDIA,BÁSICA SECUNDARIA",URBANA,73,TOLIMA,73443,SAN SEBASTIÁN DE MARIQUITA,MUNICIPIO,NO,NO,NO APLICA,3815,SECRETARÍA DE EDUCACIÓN DE TOLIMA,637.0,637.0,No aporta información,2 - MEDIA,5.199141000358265,-74.89872000028768,\N,2026-08-29T08:58:22Z
173443000030,2026-08-29,173443000030,INSTITUCION EDUCATIVA TECNICA FRANCISCO NUÑEZ PEDROSO,I.E.T. FRANCISCO NUÑEZ PEDROSO - SEDE PRINCIPAL,S,OFICIAL,FRANCISCONUNEZPEDROSO@HOTMAIL.COM,IND BARRIO LOS ALAMOS,3138903372,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",URBANA,73,TOLIMA,73443,SAN SEBASTIÁN DE MARIQUITA,MUNICIPIO,NO,NO,NO APLICA,3815,SECRETARÍA DE EDUCACIÓN DE TOLIMA,631.0,631.0,No aporta información,2 - MEDIA,5.199882999932842,-74.89931799978918,\N,2026-08-29T08:58:22Z
173443000251,2026-08-29,173443000030,INSTITUCION EDUCATIVA TECNICA FRANCISCO NUÑEZ PEDROSO,REINA ISABEL II,N,OFICIAL,\N,KR 8 CL 9 EQ,2522366 3138903372,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",URBANA,73,TOLIMA,73443,SAN SEBASTIÁN DE MARIQUITA,MUNICIPIO,NO,NO,NO APLICA,3815,SECRETARÍA DE EDUCACIÓN DE TOLIMA,141.0,141.0,No aporta información,2 - MEDIA,5.196944443784472,-74.89055555582677,\N,2026-08-29T08:58:22Z
173443000269,2026-08-29,173443000021,INSTITUCION EDUCATIVA SANTA ANA,SIMON BOLIVAR,N,OFICIAL,MARIQUITA.IESANTAANA@SEDTOLIMA.EDU.CO,KR 8 8 05,3125970929,"PREESCOLAR,BÁSICA PRIMARIA",URBANA,73,TOLIMA,73443,SAN SEBASTIÁN DE MARIQUITA,MUNICIPIO,NO,NO,NO APLICA,3815,SECRETARÍA DE EDUCACIÓN DE TOLIMA,257.0,257.0,No aporta información,2 - MEDIA,5.198055555919154,-74.89055555582677,\N,2026-08-29T08:58:22Z
173443000277,2026-08-29,173443000277,INSTITUCION EDUCATIVA TECNICA MORENO Y ESCANDON,I.E.T. MORENO Y ESCANDON - SEDE PRINCIPAL,S,OFICIAL,MARIQUITA.IETMORENOYESCANDON@SEDTOLIMA.EDU.CO,CL 2 ESQ KR 11 01 BR EL DORADO,2522297 3106876326,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",URBANA,73,TOLIMA,73443,SAN SEBASTIÁN DE MARIQUITA,MUNICIPIO,NO,NO,NO APLICA,3815,SECRETARÍA DE EDUCACIÓN DE TOLIMA,1061.0,964.0,No aporta información,2 - MEDIA,5.2050000001307275,-74.88999999992582,\N,2026-08-29T08:58:22Z
173443000315,2026-08-29,173443000315,INSTITUCION EDUCATIVA GONZALO JIMENEZ DE QUESADA,I.E. GONZALO JIMENEZ DE QUESADA - SEDE PRINCIPAL,S,OFICIAL,MARIQUITA.IEGONZALOJIMENEZDEQUESADA@SEDTOLIMA.EDU,CL 3 2 09,2522052 3146113651,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",URBANA,73,TOLIMA,73443,SAN SEBASTIÁN DE MARIQUITA,MUNICIPIO,NO,NO,NO APLICA,3815,SECRETARÍA DE EDUCACIÓN DE TOLIMA,976.0,976.0,No aporta información,2 - MEDIA,5.200302999844582,-74.89906500006917,\N,2026-08-29T08:58:22Z
173443000323,2026-08-29,173443000021,INSTITUCION EDUCATIVA SANTA ANA,CARLOTA ARMERO,N,OFICIAL,MARIQUITA.IESANTAANA@SEDTOLIMA.EDU.CO,KR 4 2 51,2522291 3125970929,"PREESCOLAR,BÁSICA PRIMARIA",URBANA,73,TOLIMA,73443,SAN SEBASTIÁN DE MARIQUITA,MUNICIPIO,NO,NO,NO APLICA,3815,SECRETARÍA DE EDUCACIÓN DE TOLIMA,377.0,377.0,No aporta información,2 - MEDIA,5.201343000166673,-74.89716700001102,\N,2026-08-29T08:58:22Z
173443000803,2026-08-29,173443000277,INSTITUCION EDUCATIVA TECNICA MORENO Y ESCANDON,ELIAS CAJELI BLECKER,N,OFICIAL,MARIQUITA.IETMORENOYESCANDON@SEDTOLIMA.EDU.CO,CL 5 6 50,2523272 3106876326,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",URBANA,73,TOLIMA,73443,SAN SEBASTIÁN DE MARIQUITA,MUNICIPIO,NO,NO,NO APLICA,3815,SECRETARÍA DE EDUCACIÓN DE TOLIMA,193.0,147.0,No aporta información,2 - MEDIA,5.1996830124436535,-74.89383049984062,\N,2026-08-29T08:58:22Z
173443000871,2026-08-29,173443000030,INSTITUCION EDUCATIVA TECNICA FRANCISCO NUÑEZ PEDROSO,TIERRA LIBRE,S,OFICIAL,\N,IND BARRIOS ALAMOS PARTE BAJA,3138903372,"MEDIA,BÁSICA SECUNDARIA",URBANA,73,TOLIMA,73443,SAN SEBASTIÁN DE MARIQUITA,MUNICIPIO,NO,NO,NO APLICA,3815,SECRETARÍA DE EDUCACIÓN DE TOLIMA,52.0,52.0,No aporta información,2 - MEDIA,5.2580555563836,-75.00277777774835,\N,2026-08-29T08:58:22Z
173443000994,2026-08-29,173443000315,INSTITUCION EDUCATIVA GONZALO JIMENEZ DE QUESADA,SANTA LUCIA,N,OFICIAL,MARIQUITA.IEGONZALOJIMENEZDEQUESADA@SEDTOLIMA.EDU,CL 11 1 24,2524806 3146113651,"PREESCOLAR,BÁSICA PRIMARIA",URBANA,73,TOLIMA,73443,SAN SEBASTIÁN DE MARIQUITA,MUNICIPIO,NO,NO,NO APLICA,3815,SECRETARÍA DE EDUCACIÓN DE TOLIMA,127.0,127.0,No aporta información,2 - MEDIA,5.192522548925882,-74.89798327305856,\N,2026-08-29T08:58:22Z
173449000015,2026-08-29,173449000015,INSTITUCION EDUCATIVA TECNICA SUMAPAZ,I.E.T. SUMAPAZ - SEDE PRINCIPAL,S,OFICIAL,RICARDOMORALES_SUMAPAZ@HOTMAIL.COM,KR 25 5 43,3227382755,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",URBANA,73,TOLIMA,73449,MELGAR,MUNICIPIO,NO,NO,NO APLICA,3815,SECRETARÍA DE EDUCACIÓN DE TOLIMA,942.0,920.0,No aporta información,2 - MEDIA,4.205041260285923,-74.64296358964374,\N,2026-08-29T08:58:22Z
173449000031,2026-08-29,173449000031,INSTITUCION EDUCATIVA TECNICA GABRIELA MISTRAL,I.E.T. GABRIELA MISTRAL - SEDE PRINCIPAL,S,OFICIAL,MELGAR.IETGABRIELAMISTRAL@SEDTOLIMA.EDU.CO,IND CLL 14 NO. 24-01 SEDE CAMPESTRE,2450917 3112638957,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",URBANA,73,TOLIMA,73449,MELGAR,MUNICIPIO,NO,NO,NO APLICA,3815,SECRETARÍA DE EDUCACIÓN DE TOLIMA,1267.0,1267.0,No aporta información,3 - BAJA,\N,\N,\N,2026-08-29T08:58:22Z
173449000058,2026-08-29,173449000015,INSTITUCION EDUCATIVA TECNICA SUMAPAZ,SANTA CLARA,N,OFICIAL,IETSUMAPAZ.MELGAR@SEDTOLIMA.EDU.CO,CL 5 27 20,3227382755,"PREESCOLAR,BÁSICA PRIMARIA",URBANA,73,TOLIMA,73449,MELGAR,MUNICIPIO,NO,NO,NO APLICA,3815,SECRETARÍA DE EDUCACIÓN DE TOLIMA,523.0,523.0,No aporta información,2 - MEDIA,4.20741782156849,-74.64305312562642,\N,2026-08-29T08:58:22Z
173449000074,2026-08-29,173449000015,INSTITUCION EDUCATIVA TECNICA SUMAPAZ,ANTONIO MARIA LOZANO,N,OFICIAL,IETSUMAPAZ.MELGAR@SEDTOLIMA.EDU.CO,KR 25 5 43,3227382755,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",URBANA,73,TOLIMA,73449,MELGAR,MUNICIPIO,NO,NO,NO APLICA,3815,SECRETARÍA DE EDUCACIÓN DE TOLIMA,859.0,717.0,No aporta información,2 - MEDIA,4.2054481784096485,-74.64241750827411,\N,2026-08-29T08:58:22Z
173449000295,2026-08-29,173449000031,INSTITUCION EDUCATIVA TECNICA GABRIELA MISTRAL,LUIS CARLOS GALAN SARMIENTO,N,OFICIAL,MELGAR.IETGABRIELAMISTRAL@SEDTOLIMA.EDU.CO,IND B JOSE ANTONIO GALAN,3112638957,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",URBANA,73,TOLIMA,73449,MELGAR,MUNICIPIO,NO,NO,NO APLICA,3815,SECRETARÍA DE EDUCACIÓN DE TOLIMA,123.0,123.0,No aporta información,3 - BAJA,\N,\N,\N,2026-08-29T08:58:22Z
173449000520,2026-08-29,173449000015,INSTITUCION EDUCATIVA TECNICA SUMAPAZ,CECILIA BATE AMADOR,N,OFICIAL,IETSUMAPAZ.MELGAR@SEDTOLIMA.EDU.CO,IND B 17 DE ENERO,0,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",URBANA,73,TOLIMA,73449,MELGAR,MUNICIPIO,NO,NO,NO APLICA,3815,SECRETARÍA DE EDUCACIÓN DE TOLIMA,669.0,669.0,No aporta información,2 - MEDIA,4.207500000157685,-74.63666666720002,\N,2026-08-29T08:58:22Z
173483000016,2026-08-29,173483000016,INSTITUCION EDUCATIVA TECNICA FRANCISCO JOSE DE CALDAS,I.E.T. FRANCISCO JOSE DE CALDAS - SEDE PRINCIPAL,S,OFICIAL,CALDASNATAGAIMA@TERRA.COM,KR 3 6 80,2269026 3152342058,"MEDIA,BÁSICA SECUNDARIA",URBANA,73,TOLIMA,73483,NATAGAIMA,MUNICIPIO,NO,NO,NO APLICA,3815,SECRETARÍA DE EDUCACIÓN DE TOLIMA,440.0,440.0,No aporta información,2 - MEDIA,3.6216552536393083,-75.09628315156765,\N,2026-08-29T08:58:22Z
173483000067,2026-08-29,173483000083,INSTITUCION EDUCATIVA GUSTAVO PERDOMO AVILA,GENERAL GABRIEL REBEINZ PIZARRO,N,OFICIAL,NATAGAIMA.IEGUSTAVOPERDOMOAVILA@SEDTOLIMA.EDU.CO,CL 6 A CL 9 Y 10,2264054 3114819679,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",URBANA,73,TOLIMA,73483,NATAGAIMA,MUNICIPIO,NO,NO,NO APLICA,3815,SECRETARÍA DE EDUCACIÓN DE TOLIMA,114.0,114.0,No aporta información,3 - BAJA,\N,\N,\N,2026-08-29T08:58:22Z
173483000075,2026-08-29,173483000016,INSTITUCION EDUCATIVA TECNICA FRANCISCO JOSE DE CALDAS,MARIA AUXILIADORA,N,OFICIAL,\N,KR 3 7 11,2269061 3152342058,"PREESCOLAR,BÁSICA PRIMARIA",URBANA,73,TOLIMA,73483,NATAGAIMA,MUNICIPIO,NO,NO,NO APLICA,3815,SECRETARÍA DE EDUCACIÓN DE TOLIMA,170.0,170.0,No aporta información,2 - MEDIA,3.6204851697877416,-75.09613283018295,\N,2026-08-29T08:58:22Z
173483000083,2026-08-29,173483000083,INSTITUCION EDUCATIVA GUSTAVO PERDOMO AVILA,I.E. GUSTAVO PERDOMO AVILA - SEDE PRINCIPAL,S,OFICIAL,NATAGAIMA.IEGUSTAVOPERDOMOAVILA@SEDTOLIMA.EDU.CO,KR 3 2 69,2269330 3114819679,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",URBANA,73,TOLIMA,73483,NATAGAIMA,MUNICIPIO,NO,NO,NO APLICA,3815,SECRETARÍA DE EDUCACIÓN DE TOLIMA,421.0,421.0,No aporta información,2 - MEDIA,3.624399184649411,-75.09486625863293,\N,2026-08-29T08:58:22Z
173483000466,2026-08-29,173483000083,INSTITUCION EDUCATIVA GUSTAVO PERDOMO AVILA,MARIA MONTESSORI,N,OFICIAL,NATAGAIMA.IEGUSTAVOPERDOMOAVILA@SEDTOLIMA.EDU.CO,KR 3 2 68,2269330 3114819679,PREESCOLAR,URBANA,73,TOLIMA,73483,NATAGAIMA,MUNICIPIO,NO,NO,NO APLICA,3815,SECRETARÍA DE EDUCACIÓN DE TOLIMA,37.0,37.0,No aporta información,2 - MEDIA,3.6246556642295085,-75.09550040364653,\N,2026-08-29T08:58:22Z
173504000011,2026-08-29,173504000011,INSTITUCION EDUCATIVA TECNICA NICOLAS RAMIREZ,I.E.T. NICOLAS RAMIREZ - SEDE PRINCIPAL,S,OFICIAL,INSTECNICOLASRAMIREZ@HOTMAIL.COM,IND CL BOLIVAR,3152705955,"MEDIA,BÁSICA SECUNDARIA",URBANA,73,TOLIMA,73504,ORTEGA,MUNICIPIO,NO,SÍ,NO APLICA,3815,SECRETARÍA DE EDUCACIÓN DE TOLIMA,501.0,467.0,No aporta información,2 - MEDIA,3.9335643002980936,-75.22473313995785,\N,2026-08-29T08:58:22Z
173504000321,2026-08-29,173504000330,INSTITUCION EDUCATIVA JOHN F. KENNEDY,SAGRADA FAMILIA,N,OFICIAL,ORTEGA.IEJHONFKENNEDY@SEDTOLIMA.EDU.CO,KR 14 3 35,3112280336,"PREESCOLAR,BÁSICA PRIMARIA",URBANA,73,TOLIMA,73504,ORTEGA,MUNICIPIO,NO,SÍ,NO APLICA,3815,SECRETARÍA DE EDUCACIÓN DE TOLIMA,173.0,173.0,No aporta información,2 - MEDIA,3.9342678503424886,-75.22265512021171,\N,2026-08-29T08:58:22Z
173504000330,2026-08-29,173504000330,INSTITUCION EDUCATIVA JOHN F. KENNEDY,I.E. JOHN F. KENNEDY - SEDE PRINCIPAL,S,OFICIAL,FANNY.MOICA@SEDTOLIMA.GOV.CO,IND URB TECHITOS,258870 3112280336,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",URBANA,73,TOLIMA,73504,ORTEGA,MUNICIPIO,NO,SÍ,NO APLICA,3815,SECRETARÍA DE EDUCACIÓN DE TOLIMA,279.0,279.0,No aporta información,2 - MEDIA,3.934619160015148,-75.22381745035783,\N,2026-08-29T08:58:22Z
173504000348,2026-08-29,173504000011,INSTITUCION EDUCATIVA TECNICA NICOLAS RAMIREZ,LA VEGA,N,OFICIAL,ORTEGA.IETNICOLASRAMIREZ@SEDTOLIMA.EDU.CO,IND BARRIO LA VEGA,3152705955,"PREESCOLAR,BÁSICA PRIMARIA",URBANA,73,TOLIMA,73504,ORTEGA,MUNICIPIO,NO,SÍ,NO APLICA,3815,SECRETARÍA DE EDUCACIÓN DE TOLIMA,195.0,195.0,No aporta información,2 - MEDIA,3.998888889043858,-75.14083333289403,\N,2026-08-29T08:58:22Z
173504800018,2026-08-29,173504000330,INSTITUCION EDUCATIVA JOHN F. KENNEDY,TECHITOS,N,OFICIAL,ORTEGA.IEJHONFKENNEDY@SEDTOLIMA.EDU.CO,KR 7 CL 1 SUR,\N,"PREESCOLAR,BÁSICA PRIMARIA",URBANA,73,TOLIMA,73504,ORTEGA,MUNICIPIO,NO,SÍ,NO APLICA,3815,SECRETARÍA DE EDUCACIÓN DE TOLIMA,174.0,174.0,No aporta información,2 - MEDIA,3.9297876478342393,-75.22196683283764,\N,2026-08-29T08:58:22Z
173520000854,2026-08-29,273270000408,INSTITUCION EDUCATIVA TECNICA AGROINDUSTRIAL LEOPOLDO GARCIA,LEOPOLDO GARCIA 2,S,OFICIAL,PALOCABILDO.IETALEOPOLDOGARCIA@SEDTOLIMA.EDU.CO,IND BARRIO EL RECREO,\N,"PREESCOLAR,BÁSICA PRIMARIA",URBANA,73,TOLIMA,73520,PALOCABILDO,MUNICIPIO,NO,NO,NO APLICA,3815,SECRETARÍA DE EDUCACIÓN DE TOLIMA,28.0,28.0,No aporta información,3 - BAJA,\N,\N,\N,2026-08-29T08:58:22Z
173547000015,2026-08-29,173547000015,INSTITUCION EDUCATIVA TECNICA FABIO LOZANO Y LOZANO,I.E.T. FABIO LOZANO Y LOZANO - SEDE PRINCIPAL,N,OFICIAL,PIEDRAS.IETFABIOLOZANOYLOZANO@SEDTOLIMA.EDU.CO,CL 6 4 92,3194613924,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",URBANA,73,TOLIMA,73547,PIEDRAS,MUNICIPIO,NO,NO,NO APLICA,3815,SECRETARÍA DE EDUCACIÓN DE TOLIMA,216.0,216.0,No aporta información,2 - MEDIA,4.542430480201011,-74.88017928037159,\N,2026-08-29T08:58:22Z
173547000023,2026-08-29,173547000015,INSTITUCION EDUCATIVA TECNICA FABIO LOZANO Y LOZANO,FRANCISCO DE PAULA SANTANDER,N,OFICIAL,PIEDRAS.IETFABIOLOZANOYLOZANO@SEDTOLIMA.EDU.CO,IND PARQUE PRINCIPAL,3194613924,"PREESCOLAR,BÁSICA PRIMARIA",URBANA,73,TOLIMA,73547,PIEDRAS,MUNICIPIO,NO,NO,NO APLICA,3815,SECRETARÍA DE EDUCACIÓN DE TOLIMA,169.0,169.0,No aporta información,2 - MEDIA,4.5391666671567075,-74.88027777794755,\N,2026-08-29T08:58:22Z
173555000016,2026-08-29,173555000016,INSTITUCION EDUCATIVA TECNICA PABLO SEXTO,I.E.T. PABLO SEXTO - SEDE PRINCIPAL,S,OFICIAL,IETPSEXTO@HOTMAIL.COM,IND SECTOR LA ITALIA,3175136403,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",URBANA,73,TOLIMA,73555,PLANADAS,MUNICIPIO,SÍ,SÍ,SUR DEL TOLIMA,3815,SECRETARÍA DE EDUCACIÓN DE TOLIMA,557.0,557.0,No aporta información,3 - BAJA,\N,\N,\N,2026-08-29T08:58:22Z
173555000482,2026-08-29,173555000601,INSTITUCION EDUCATIVA SANTO DOMINGO SAVIO,SANTA TERESITA DEL NI¥O JESUS,N,OFICIAL,PLANADAS.IESANTODOMINGOSAVIO@SEDTOLIMA.EDU.CO,IND CR 7 ESQUINA,3186253787 3133917332,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",URBANA,73,TOLIMA,73555,PLANADAS,MUNICIPIO,SÍ,SÍ,SUR DEL TOLIMA,3815,SECRETARÍA DE EDUCACIÓN DE TOLIMA,521.0,521.0,No aporta información,3 - BAJA,\N,\N,\N,2026-08-29T08:58:22Z
173555000601,2026-08-29,173555000601,INSTITUCION EDUCATIVA SANTO DOMINGO SAVIO,I.E. SANTO DOMINGO SAVIO - SEDE PRINCIPAL,S,OFICIAL,IEDOMINGOSAVIO@YAHOO.ES,IND BARRIO NUEVE DE FEBRERO,2265653 3186253787 3133917332,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",URBANA,73,TOLIMA,73555,PLANADAS,MUNICIPIO,SÍ,SÍ,SUR DEL TOLIMA,3815,SECRETARÍA DE EDUCACIÓN DE TOLIMA,474.0,391.0,No aporta información,3 - BAJA,\N,\N,\N,2026-08-29T08:58:22Z
173563000017,2026-08-29,173563000017,INSTITUCION EDUCATIVA LUIS FELIPE PINTO,I.E. LUIS FELIPE PINTO - SEDE PRINCIPAL,S,OFICIAL,IELUISFELIPEPINTO@YAHOO.COM,KR 4 CL 13,2277370 3155735361,"MEDIA,BÁSICA SECUNDARIA",URBANA,73,TOLIMA,73563,PRADO,MUNICIPIO,NO,SÍ,NO APLICA,3815,SECRETARÍA DE EDUCACIÓN DE TOLIMA,481.0,447.0,No aporta información,2 - MEDIA,3.7527777779952483,-74.92777777783364,\N,2026-08-29T08:58:22Z
173563000033,2026-08-29,173563000017,INSTITUCION EDUCATIVA LUIS FELIPE PINTO,JUAN ORTIZ ORJUELA,N,OFICIAL,PRADO.IELUISFELIPEPINTO@SEDTOLIMA.EDU.CO,KR 5 3 23 BR EL CARMEN,2277014 3155735361,BÁSICA PRIMARIA,URBANA,73,TOLIMA,73563,PRADO,MUNICIPIO,NO,SÍ,NO APLICA,3815,SECRETARÍA DE EDUCACIÓN DE TOLIMA,153.0,153.0,No aporta información,2 - MEDIA,3.746077485123777,-74.93157422800593,\N,2026-08-29T08:58:22Z
173563000149,2026-08-29,173563000017,INSTITUCION EDUCATIVA LUIS FELIPE PINTO,EFIGENIA LEYVA,N,OFICIAL,PRADO.IELUISFELIPEPINTO@SEDTOLIMA.EDU.CO,IND B EL DIVISO,2277097 3155735361,"PREESCOLAR,BÁSICA PRIMARIA",URBANA,73,TOLIMA,73563,PRADO,MUNICIPIO,NO,SÍ,NO APLICA,3815,SECRETARÍA DE EDUCACIÓN DE TOLIMA,160.0,160.0,No aporta información,2 - MEDIA,3.745555555741553,-74.93138888939313,\N,2026-08-29T08:58:22Z
173585000100,2026-08-29,173585000100,INSTITUCION EDUCATIVA TECNICA PEREZ Y ALDANA,I.E.T. PEREZ  Y ALADANA - SEDE PRINCIPAL,N,OFICIAL,PURIFICACION.IETPEREZYALDANA@SEDTOLIMA.EDU.CO,IND KM 1 VIA PURIFICACION A SALDAÑA,2280200 3102264487,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",URBANA,73,TOLIMA,73585,PURIFICACIÓN,MUNICIPIO,NO,NO,NO APLICA,3815,SECRETARÍA DE EDUCACIÓN DE TOLIMA,797.0,797.0,No aporta información,2 - MEDIA,3.853888889214523,-74.93277777824716,\N,2026-08-29T08:58:22Z
173585000274,2026-08-29,173585000100,INSTITUCION EDUCATIVA TECNICA PEREZ Y ALDANA,PATRICIO LIS RAGA,N,OFICIAL,PURIFICACION.IETPEREZYALDANA@SEDTOLIMA.EDU.CO,KR 5 1 573,2281336 3102264487,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",URBANA,73,TOLIMA,73585,PURIFICACIÓN,MUNICIPIO,NO,NO,NO APLICA,3815,SECRETARÍA DE EDUCACIÓN DE TOLIMA,121.0,121.0,No aporta información,2 - MEDIA,3.8538890003537394,-74.95083300007468,\N,2026-08-29T08:58:22Z
